Generation,Max,Min,Mean,Std,Cost Time
310.0,3470.71484375,-101.85697174072266,1391.943359375,1010.123046875,4.384753942489624
311.0,3441.572509765625,-33.15437698364258,1339.171630859375,1026.4400634765625,4.398715257644653
312.0,3457.895263671875,-62.58470153808594,1388.0589599609375,990.4190673828125,4.508441686630249
313.0,3454.425048828125,-77.75077056884766,1292.8270263671875,1002.0317993164062,4.39715051651001
314.0,3469.637451171875,-75.39873504638672,1384.161376953125,1002.1282348632812,4.4494805335998535
315.0,3463.423095703125,-42.107154846191406,1390.8157958984375,1046.12841796875,4.38188624382019
316.0,3474.145263671875,-107.37592315673828,1334.7232666015625,965.526611328125,4.40589165687561
317.0,3459.553955078125,-34.54095458984375,1361.705810546875,997.85693359375,4.451908588409424
318.0,3484.2841796875,-74.23430633544922,1389.400146484375,1047.4969482421875,4.4840922355651855
319.0,3512.048095703125,-80.29563903808594,1340.5413818359375,1067.7769775390625,4.357863426208496
320.0,3480.673095703125,-117.701416015625,1379.73046875,1010.7617797851562,4.414462327957153
321.0,3518.466552734375,-43.218177795410156,1385.2623291015625,1013.4783935546875,4.313975811004639
322.0,3495.3818359375,-59.595943450927734,1430.5079345703125,1022.7290649414062,4.440512418746948
323.0,3474.78173828125,-120.10531616210938,1364.9688720703125,1015.6553344726562,4.417754411697388
324.0,3519.005615234375,-157.21461486816406,1319.698486328125,1027.9998779296875,4.381041765213013
325.0,3480.664306640625,-36.7121467590332,1363.201904296875,1026.52880859375,4.400363445281982
326.0,3484.26806640625,-56.05828857421875,1242.193359375,1009.080078125,4.337973117828369
327.0,3504.2626953125,-66.06502532958984,1189.553955078125,941.2669677734375,4.298912286758423
328.0,3481.89990234375,-61.95610809326172,1276.099609375,918.0989379882812,4.308298110961914
329.0,3489.07861328125,-116.33769226074219,1194.759033203125,972.031005859375,4.347238063812256
330.0,3465.81396484375,-87.38410949707031,1227.643310546875,939.012939453125,4.287960052490234
331.0,3519.5537109375,-194.17031860351562,1311.2156982421875,1015.4037475585938,4.31452751159668
332.0,3504.6484375,-47.791011810302734,1300.919189453125,978.3038330078125,4.397529125213623
333.0,3514.207275390625,-180.89678955078125,1341.8968505859375,1036.018310546875,4.337742567062378
334.0,3522.22412109375,-96.23697662353516,1349.7630615234375,1046.75048828125,4.370631456375122
335.0,3515.43798828125,-55.797481536865234,1337.4742431640625,959.7254638671875,4.480578660964966
336.0,3529.66455078125,-155.20619201660156,1423.557373046875,1002.2415771484375,4.444133996963501
337.0,3520.459716796875,-147.49063110351562,1322.2364501953125,1014.6321411132812,4.328115463256836
338.0,3509.1025390625,-70.46027374267578,1403.5020751953125,954.7392578125,4.403071403503418
339.0,3502.10009765625,-118.82010650634766,1341.8668212890625,1007.7103271484375,4.3997581005096436
340.0,3503.08984375,-53.93727493286133,1385.0167236328125,1019.3358764648438,4.370711088180542
341.0,3533.92626953125,-158.23153686523438,1388.3330078125,1083.4595947265625,4.385774374008179
342.0,3494.589111328125,-152.39353942871094,1374.064453125,1034.594482421875,4.4003071784973145
343.0,3475.8662109375,-117.16329193115234,1526.134521484375,1004.9303588867188,4.471818208694458
344.0,3526.618896484375,-203.4515838623047,1408.1812744140625,1040.8531494140625,4.400115966796875
345.0,3533.969482421875,-68.225830078125,1449.1717529296875,1032.51220703125,4.475094795227051
346.0,3527.77685546875,-137.43170166015625,1413.8173828125,987.73291015625,4.4896016120910645
347.0,3505.47412109375,-116.30332946777344,1430.2646484375,1026.1859130859375,4.467051982879639
348.0,3491.03955078125,-31.539335250854492,1536.2545166015625,1082.966796875,4.351817846298218
349.0,3553.486083984375,-103.34220886230469,1425.6573486328125,1054.420654296875,4.363092660903931
350.0,3553.66943359375,-106.94916534423828,1494.06689453125,1068.24365234375,4.437536239624023
351.0,3527.6845703125,-86.69499206542969,1519.693359375,1042.960693359375,4.4204607009887695
352.0,3529.92822265625,-184.39915466308594,1532.289794921875,1077.4403076171875,4.394423723220825
353.0,3539.828369140625,-70.6015853881836,1514.6953125,1042.293212890625,4.453606128692627
354.0,3484.4990234375,-98.72730255126953,1613.9007568359375,1067.9910888671875,4.431090593338013
355.0,3482.0693359375,-47.854129791259766,1515.7333984375,1081.59033203125,4.504206657409668
356.0,3512.031982421875,-114.2602310180664,1628.416015625,1085.5128173828125,4.525601148605347
357.0,3505.04248046875,-82.00553894042969,1594.6417236328125,1074.0234375,4.531451225280762
358.0,3556.043701171875,-84.00527954101562,1573.8204345703125,1039.526123046875,4.4958906173706055
359.0,3524.11181640625,-81.41075134277344,1550.4588623046875,1049.841796875,4.504786014556885
360.0,3500.20166015625,-32.53404998779297,1557.7412109375,1098.788818359375,4.481040716171265
361.0,3524.994873046875,-206.0962371826172,1611.7314453125,1018.3854370117188,4.480205059051514
362.0,3486.94384765625,-45.2253303527832,1570.3714599609375,1056.5970458984375,4.500767707824707
363.0,3520.1201171875,-62.45549392700195,1549.8076171875,1072.629638671875,4.456262826919556
364.0,3538.93408203125,-39.81648635864258,1756.3031005859375,1054.6531982421875,4.456587076187134
365.0,3532.0576171875,-81.52288818359375,1552.4241943359375,1035.509521484375,4.4114086627960205
366.0,3514.9306640625,-98.18016815185547,1465.2396240234375,1064.5618896484375,4.4670515060424805
367.0,3525.1064453125,-58.781578063964844,1426.2042236328125,1059.9879150390625,4.410274982452393
368.0,3558.412353515625,-96.43231964111328,1467.502685546875,1051.6083984375,4.4487035274505615
369.0,3496.947021484375,-30.52430534362793,1497.196044921875,1030.0469970703125,4.482197284698486
370.0,3502.24365234375,-241.0756072998047,1543.2999267578125,1121.2928466796875,4.427379369735718
371.0,3526.123046875,-34.163551330566406,1473.6373291015625,1054.001220703125,4.357300758361816
372.0,3515.423583984375,-103.2859115600586,1486.38232421875,1088.67919921875,4.412841320037842
373.0,3520.90625,-155.8410186767578,1465.298583984375,1089.8388671875,4.393852949142456
374.0,3517.286865234375,-100.33810424804688,1459.3447265625,1095.322998046875,4.356643438339233
375.0,3532.602294921875,-74.82872772216797,1454.1043701171875,1048.017822265625,4.4351420402526855
376.0,3572.113037109375,-73.26263427734375,1416.1275634765625,1076.935302734375,4.384400129318237
377.0,3543.678466796875,-108.49220275878906,1461.842041015625,1020.4684448242188,4.431091547012329
378.0,3565.53076171875,-134.47811889648438,1466.2127685546875,1045.13671875,4.399713516235352
379.0,3521.884521484375,-69.9365234375,1467.427978515625,1012.1954956054688,4.416874647140503
380.0,3525.585205078125,-66.96349334716797,1442.2054443359375,1049.0457763671875,4.295053243637085
381.0,3559.964111328125,-150.3025665283203,1515.7303466796875,1025.989990234375,4.398777484893799
382.0,3549.271728515625,-143.75936889648438,1413.2823486328125,1071.814697265625,4.351982831954956
383.0,3525.2734375,-49.19893264770508,1459.692626953125,1020.1837768554688,4.245935916900635
384.0,3567.107177734375,-65.42861938476562,1544.659912109375,1051.2568359375,4.391383409500122
385.0,3523.62060546875,-184.77586364746094,1356.4879150390625,1006.6890258789062,4.43152117729187
386.0,3546.747802734375,-66.95127868652344,1415.1806640625,1048.748779296875,4.398540019989014
387.0,3568.791748046875,-83.57269287109375,1393.08935546875,1091.988037109375,4.384273052215576
388.0,3546.814208984375,-51.78273010253906,1439.0926513671875,1000.9508056640625,4.378828763961792
389.0,3548.4912109375,-182.88697814941406,1354.5167236328125,1077.37060546875,4.377088308334351
390.0,3540.7470703125,-82.58072662353516,1425.042724609375,1037.4215087890625,4.389503479003906
391.0,3538.31640625,-33.972843170166016,1428.9898681640625,1045.7442626953125,4.363955974578857
392.0,3565.452392578125,-122.11951446533203,1447.25146484375,999.9107666015625,4.359508752822876
393.0,3581.886474609375,-59.731773376464844,1399.1875,985.375,4.395234107971191
394.0,3530.838134765625,-98.31840515136719,1451.3145751953125,1019.3548583984375,4.422072649002075
395.0,3549.962158203125,-119.4227066040039,1450.5577392578125,1052.8037109375,4.396917343139648
396.0,3515.346923828125,-133.86276245117188,1469.241455078125,1077.6187744140625,4.334339618682861
397.0,3551.852294921875,-159.6563262939453,1361.339599609375,1036.00830078125,4.467660188674927
398.0,3552.426513671875,-121.26439666748047,1455.98388671875,995.2369995117188,4.446108341217041
399.0,3542.1904296875,-31.624876022338867,1461.3221435546875,993.48486328125,4.474042654037476
400.0,3529.064208984375,-135.8125762939453,1428.32373046875,994.5928344726562,4.463184118270874
